WDA,Employer,Measure,Workforce Development Area,Title1,Jan-20,Jan-21,Volume Chg
Lehigh Valley,Burlington,Top Employers,Lehigh Valley,Burlington,8,22,14
Lehigh Valley,Indotronix International Corporation,Top Employers,Lehigh Valley,Indotronix International Corporation,11,25,14
Lehigh Valley,Walgreens Boots Alliance Inc,Top Employers,Lehigh Valley,Walgreens Boots Alliance Inc,12,26,14
Lehigh Valley,Vocovision Teleservices,Top Employers,Lehigh Valley,Vocovision Teleservices,2,17,15
Lehigh Valley,"QVC, Inc.",Top Employers,Lehigh Valley,"QVC, Inc.",7,22,15
Lehigh Valley,Keurig Dr Pepper,Top Employers,Lehigh Valley,Keurig Dr Pepper,10,25,15
Lehigh Valley,Davita Incorporated,Top Employers,Lehigh Valley,Davita Incorporated,1,17,16
Lehigh Valley,The Dun & Bradstreet Corporation,Top Employers,Lehigh Valley,The Dun & Bradstreet Corporation,17,33,16
Lehigh Valley,Health Network Laboratories,Top Employers,Lehigh Valley,Health Network Laboratories,41,57,16
Lehigh Valley,Dun Bradstreet Incorporated,Top Employers,Lehigh Valley,Dun Bradstreet Incorporated,7,24,17
Lehigh Valley,Dlp Real Estate Capital Llc,Top Employers,Lehigh Valley,Dlp Real Estate Capital Llc,8,25,17
Lehigh Valley,Walmart / Sam's,Top Employers,Lehigh Valley,Walmart / Sam's,55,72,17
Lehigh Valley,Air Products and Chemicals,Top Employers,Lehigh Valley,Air Products and Chemicals,134,151,17
Lehigh Valley,Carrabbas Italian Grill,Top Employers,Lehigh Valley,Carrabbas Italian Grill,0,18,18
Lehigh Valley,"Shift4 Payments, Llc",Top Employers,Lehigh Valley,"Shift4 Payments, Llc",0,18,18
Lehigh Valley,Comforting Home Care,Top Employers,Lehigh Valley,Comforting Home Care,2,20,18
Lehigh Valley,Texas Roadhouse Incorporated,Top Employers,Lehigh Valley,Texas Roadhouse Incorporated,3,21,18
Lehigh Valley,RR Donnelley,Top Employers,Lehigh Valley,RR Donnelley,14,33,19
Lehigh Valley,Bonefish Grill,Top Employers,Lehigh Valley,Bonefish Grill,0,20,20
Lehigh Valley,"Griswold Home Care, Inc",Top Employers,Lehigh Valley,"Griswold Home Care, Inc",0,21,21
Lehigh Valley,Penske,Top Employers,Lehigh Valley,Penske,6,27,21
Lehigh Valley,C&S Wholesale Grocers,Top Employers,Lehigh Valley,C&S Wholesale Grocers,15,36,21
Lehigh Valley,Amazon,Top Employers,Lehigh Valley,Amazon,31,52,21
Lehigh Valley,Rr Donnely,Top Employers,Lehigh Valley,Rr Donnely,0,25,25
Lehigh Valley,"American Craft Brewery, Llc",Top Employers,Lehigh Valley,"American Craft Brewery, Llc",6,31,25
Lehigh Valley,Advance Auto Parts Incorporated,Top Employers,Lehigh Valley,Advance Auto Parts Incorporated,13,38,25
Lehigh Valley,Muhlenberg College,Top Employers,Lehigh Valley,Muhlenberg College,11,37,26
Lehigh Valley,Intuit,Top Employers,Lehigh Valley,Intuit,11,39,28
Lehigh Valley,Iqvia,Top Employers,Lehigh Valley,Iqvia,6,36,30
Lehigh Valley,CVS Health,Top Employers,Lehigh Valley,CVS Health,34,64,30
Lehigh Valley,HCR ManorCare,Top Employers,Lehigh Valley,HCR ManorCare,52,84,32
Lehigh Valley,Hnl Lab Medicine,Top Employers,Lehigh Valley,Hnl Lab Medicine,0,38,38
Lehigh Valley,Htss,Top Employers,Lehigh Valley,Htss,0,42,42
Lehigh Valley,Cedar Fair,Top Employers,Lehigh Valley,Cedar Fair,8,53,45
Lehigh Valley,Petco,Top Employers,Lehigh Valley,Petco,8,53,45
Lehigh Valley,Bayada Home Health Care,Top Employers,Lehigh Valley,Bayada Home Health Care,21,67,46
Lehigh Valley,Redners Markets Incorporated,Top Employers,Lehigh Valley,Redners Markets Incorporated,8,55,47
Lehigh Valley,Olympus Corporation Of The Americas,Top Employers,Lehigh Valley,Olympus Corporation Of The Americas,0,53,53
Lehigh Valley,B Braun Medical Incorporated,Top Employers,Lehigh Valley,B Braun Medical Incorporated,77,130,53
Lehigh Valley,XPO Logistics,Top Employers,Lehigh Valley,XPO Logistics,8,66,58
Lehigh Valley,Lehigh Valley Health Network,Top Employers,Lehigh Valley,Lehigh Valley Health Network,596,661,65
Lehigh Valley,FedEx,Top Employers,Lehigh Valley,FedEx,17,93,76
Lehigh Valley,"Htss, Inc",Top Employers,Lehigh Valley,"Htss, Inc",20,107,87
Lehigh Valley,Allied Universal,Top Employers,Lehigh Valley,Allied Universal,44,151,107
Lehigh Valley,St. Luke's University Health Network,Top Employers,Lehigh Valley,St. Luke's University Health Network,763,888,125
Luzerne-Schuylkill,Lehigh Valley Health Network,Top Employers,Luzerne-Schuylkill,Lehigh Valley Health Network,56,47,-9
Luzerne-Schuylkill,Schuylkill Technology Center,Top Employers,Luzerne-Schuylkill,Schuylkill Technology Center,17,10,-7
Luzerne-Schuylkill,"Lowe's Companies, Inc",Top Employers,Luzerne-Schuylkill,"Lowe's Companies, Inc",37,30,-7
Luzerne-Schuylkill,Allegheny Valley School,Top Employers,Luzerne-Schuylkill,Allegheny Valley School,18,12,-6
Luzerne-Schuylkill,Genesis Healthcare Corporation,Top Employers,Luzerne-Schuylkill,Genesis Healthcare Corporation,20,16,-4
Luzerne-Schuylkill,Ufp Gordon Llc,Top Employers,Luzerne-Schuylkill,Ufp Gordon Llc,13,12,-1
Luzerne-Schuylkill,The Home Depot Incorporated,Top Employers,Luzerne-Schuylkill,The Home Depot Incorporated,24,23,-1
Luzerne-Schuylkill,Lear Corporation,Top Employers,Luzerne-Schuylkill,Lear Corporation,9,10,1
Luzerne-Schuylkill,Allied Universal,Top Employers,Luzerne-Schuylkill,Allied Universal,8,10,2
Luzerne-Schuylkill,Walmart / Sam's,Top Employers,Luzerne-Schuylkill,Walmart / Sam's,9,12,3
Luzerne-Schuylkill,Meadville Medical Center,Top Employers,Luzerne-Schuylkill,Meadville Medical Center,61,64,3
Luzerne-Schuylkill,Advance Auto Parts Incorporated,Top Employers,Luzerne-Schuylkill,Advance Auto Parts Incorporated,10,14,4
Luzerne-Schuylkill,Consulate Health Care,Top Employers,Luzerne-Schuylkill,Consulate Health Care,6,11,5
Luzerne-Schuylkill,Jeld Wen Incorporated,Top Employers,Luzerne-Schuylkill,Jeld Wen Incorporated,6,11,5
Luzerne-Schuylkill,The J.M. Smucker Company,Top Employers,Luzerne-Schuylkill,The J.M. Smucker Company,12,17,5
Luzerne-Schuylkill,Big Lots Incorporated,Top Employers,Luzerne-Schuylkill,Big Lots Incorporated,4,10,6
Luzerne-Schuylkill,Dollar General,Top Employers,Luzerne-Schuylkill,Dollar General,4,10,6
Luzerne-Schuylkill,CVS Health,Top Employers,Luzerne-Schuylkill,CVS Health,6,12,6
Luzerne-Schuylkill,Giant Eagle Supermarkets,Top Employers,Luzerne-Schuylkill,Giant Eagle Supermarkets,1,10,9
Luzerne-Schuylkill,WIS International,Top Employers,Luzerne-Schuylkill,WIS International,1,10,9
Luzerne-Schuylkill,Amazon,Top Employers,Luzerne-Schuylkill,Amazon,2,12,10
Luzerne-Schuylkill,Cleo,Top Employers,Luzerne-Schuylkill,Cleo,3,13,10
Luzerne-Schuylkill,Hydro Extrusion North America,Top Employers,Luzerne-Schuylkill,Hydro Extrusion North America,0,12,12
Luzerne-Schuylkill,Bayada Home Health Care,Top Employers,Luzerne-Schuylkill,Bayada Home Health Care,17,31,14
Luzerne-Schuylkill,Cracker Barrel,Top Employers,Luzerne-Schuylkill,Cracker Barrel,0,15,15
Luzerne-Schuylkill,Dollar Tree,Top Employers,Luzerne-Schuylkill,Dollar Tree,1,16,15
Luzerne-Schuylkill,Intuit,Top Employers,Luzerne-Schuylkill,Intuit,0,18,18
Luzerne-Schuylkill,Geisinger Health System,Top Employers,Luzerne-Schuylkill,Geisinger Health System,4,22,18
Luzerne-Schuylkill,Hollander Sleep Products,Top Employers,Luzerne-Schuylkill,Hollander Sleep Products,4,35,31
Luzerne-Schuylkill,Geisinger,Top Employers,Luzerne-Schuylkill,Geisinger,7,43,36
Luzerne-Schuylkill,Meadville Medical Center Health Systems,Top Employers,Luzerne-Schuylkill,Meadville Medical Center Health Systems,0,47,47
Luzerne-Schuylkill,St. Luke's University Health Network,Top Employers,Luzerne-Schuylkill,St. Luke's University Health Network,69,117,48
Luzerne-Schuylkill,Redners Markets Incorporated,Top Employers,Luzerne-Schuylkill,Redners Markets Incorporated,0,63,63
Montgomery,Compass Group North America,Top Employers,Montgomery,Compass Group North America,148,36,-112
Montgomery,Einstein Community Health Associates,Top Employers,Montgomery,Einstein Community Health Associates,153,63,-90
Montgomery,"Universal Health Services, Inc.",Top Employers,Montgomery,"Universal Health Services, Inc.",129,46,-83
Montgomery,"Acts Retirement-Life Communities, Inc",Top Employers,Montgomery,"Acts Retirement-Life Communities, Inc",184,104,-80
Montgomery,Iqvia,Top Employers,Montgomery,Iqvia,289,210,-79
Montgomery,Health Care Service Corporation,Top Employers,Montgomery,Health Care Service Corporation,111,35,-76
Montgomery,Tower Health,Top Employers,Montgomery,Tower Health,133,64,-69
Montgomery,Einstein Healthcare Network,Top Employers,Montgomery,Einstein Healthcare Network,150,84,-66
Montgomery,Lockheed Martin Corporation,Top Employers,Montgomery,Lockheed Martin Corporation,142,94,-48
Montgomery,Dick's Sporting Goods Incorporated,Top Employers,Montgomery,Dick's Sporting Goods Incorporated,78,31,-47
Montgomery,Penn Medicine,Top Employers,Montgomery,Penn Medicine,104,59,-45
Montgomery,Kencrest Services,Top Employers,Montgomery,Kencrest Services,69,29,-40
Montgomery,Quest Diagnostics Incorporated,Top Employers,Montgomery,Quest Diagnostics Incorporated,103,63,-40
Montgomery,Suburban Community Hospital,Top Employers,Montgomery,Suburban Community Hospital,75,44,-31
Montgomery,PRA Health Sciences,Top Employers,Montgomery,PRA Health Sciences,70,43,-27
Montgomery,Globus Medical Incorporated,Top Employers,Montgomery,Globus Medical Incorporated,55,29,-26
Montgomery,Johnson Controls Incorporated,Top Employers,Montgomery,Johnson Controls Incorporated,52,30,-22
Montgomery,Children's Hospital of Philadelphia,Top Employers,Montgomery,Children's Hospital of Philadelphia,52,31,-21
Montgomery,Pottstown Hospital,Top Employers,Montgomery,Pottstown Hospital,51,33,-18
Montgomery,Sodexo,Top Employers,Montgomery,Sodexo,55,38,-17
Montgomery,Citizens Financial Group,Top Employers,Montgomery,Citizens Financial Group,55,41,-14
Montgomery,Morgan Properties,Top Employers,Montgomery,Morgan Properties,52,39,-13
Montgomery,Bergeys Incorporated,Top Employers,Montgomery,Bergeys Incorporated,46,34,-12
Montgomery,Almac Group,Top Employers,Montgomery,Almac Group,54,42,-12
Montgomery,Bayview Asset Management,Top Employers,Montgomery,Bayview Asset Management,54,42,-12
Montgomery,Toll Brothers Incorporated,Top Employers,Montgomery,Toll Brothers Incorporated,47,36,-11
Montgomery,Dollar Tree,Top Employers,Montgomery,Dollar Tree,43,36,-7
Montgomery,Allegheny Valley School,Top Employers,Montgomery,Allegheny Valley School,64,58,-6
Montgomery,"Lowe's Companies, Inc",Top Employers,Montgomery,"Lowe's Companies, Inc",123,117,-6
Montgomery,Arcadia University,Top Employers,Montgomery,Arcadia University,39,34,-5
Montgomery,Eurofins Scientific,Top Employers,Montgomery,Eurofins Scientific,77,72,-5
Montgomery,Advance Auto Parts Incorporated,Top Employers,Montgomery,Advance Auto Parts Incorporated,49,47,-2
Montgomery,State Farm Insurance Companies,Top Employers,Montgomery,State Farm Insurance Companies,34,33,-1
Montgomery,Home Instead Senior Care,Top Employers,Montgomery,Home Instead Senior Care,33,33,0
Montgomery,Prime Healthcare,Top Employers,Montgomery,Prime Healthcare,36,36,0
Montgomery,JBS USA,Top Employers,Montgomery,JBS USA,31,32,1
Montgomery,"Sunrise Senior Living, Inc.",Top Employers,Montgomery,"Sunrise Senior Living, Inc.",64,65,1
Montgomery,Pfizer,Top Employers,Montgomery,Pfizer,160,161,1
Montgomery,The Home Depot Incorporated,Top Employers,Montgomery,The Home Depot Incorporated,87,89,2
Montgomery,Cobham,Top Employers,Montgomery,Cobham,22,29,7
Montgomery,Staples,Top Employers,Montgomery,Staples,23,30,7
Montgomery,Einstein,Top Employers,Montgomery,Einstein,21,29,8
Montgomery,Vertex Incorporated,Top Employers,Montgomery,Vertex Incorporated,50,58,8
Montgomery,Malvern School,Top Employers,Montgomery,Malvern School,26,35,9
Montgomery,"Clemens Food Group, Llc",Top Employers,Montgomery,"Clemens Food Group, Llc",49,58,9
Montgomery,Qlik,Top Employers,Montgomery,Qlik,25,36,11
Montgomery,Genesis Healthcare Corporation,Top Employers,Montgomery,Genesis Healthcare Corporation,89,100,11
Montgomery,Bimbo Bakeries Usa,Top Employers,Montgomery,Bimbo Bakeries Usa,50,62,12
Montgomery,UnitedHealth Group,Top Employers,Montgomery,UnitedHealth Group,27,40,13
Montgomery,Carson Valley Childrens Aid,Top Employers,Montgomery,Carson Valley Childrens Aid,15,29,14
Montgomery,Icon Medical Imaging,Top Employers,Montgomery,Icon Medical Imaging,15,29,14
Montgomery,Holy Redeemer,Top Employers,Montgomery,Holy Redeemer,17,31,14
Montgomery,"TJX Companies, Inc.",Top Employers,Montgomery,"TJX Companies, Inc.",18,32,14
Montgomery,Recovery Centers Of America,Top Employers,Montgomery,Recovery Centers Of America,31,45,14
Montgomery,Wegmans,Top Employers,Montgomery,Wegmans,34,48,14
Montgomery,"Jefferson County, Pa",Top Employers,Montgomery,"Jefferson County, Pa",19,34,15
Montgomery,Suburban Hospital,Top Employers,Montgomery,Suburban Hospital,37,52,15
Montgomery,Tower Health System,Top Employers,Montgomery,Tower Health System,52,67,15
Montgomery,Signant Health,Top Employers,Montgomery,Signant Health,16,33,17
Montgomery,Merakey,Top Employers,Montgomery,Merakey,39,56,17
Montgomery,HCR ManorCare,Top Employers,Montgomery,HCR ManorCare,43,62,19
Montgomery,Capgemini,Top Employers,Montgomery,Capgemini,10,30,20
Montgomery,Perspecta,Top Employers,Montgomery,Perspecta,10,30,20
Montgomery,"Whole Foods Market, Inc.",Top Employers,Montgomery,"Whole Foods Market, Inc.",29,49,20
Montgomery,Burlington,Top Employers,Montgomery,Burlington,17,38,21
Montgomery,Csl Behring,Top Employers,Montgomery,Csl Behring,27,49,22
Montgomery,Walgreens Boots Alliance Inc,Top Employers,Montgomery,Walgreens Boots Alliance Inc,18,42,24
Montgomery,Walmart / Sam's,Top Employers,Montgomery,Walmart / Sam's,19,45,26
Montgomery,Abington Hospital,Top Employers,Montgomery,Abington Hospital,55,81,26
Montgomery,Apple Inc.,Top Employers,Montgomery,Apple Inc.,9,36,27
Montgomery,Meadowood Senior Living,Top Employers,Montgomery,Meadowood Senior Living,16,44,28
Montgomery,Aldi,Top Employers,Montgomery,Aldi,27,55,28
Montgomery,Fiserv,Top Employers,Montgomery,Fiserv,28,56,28
Montgomery,Petco,Top Employers,Montgomery,Petco,14,43,29
Montgomery,IKEA,Top Employers,Montgomery,IKEA,8,38,30
Montgomery,Aveanna,Top Employers,Montgomery,Aveanna,29,59,30
Montgomery,Bayada Home Health Care,Top Employers,Montgomery,Bayada Home Health Care,49,80,31
Montgomery,Charles River Laboratories,Top Employers,Montgomery,Charles River Laboratories,11,44,33
Montgomery,Wawa Incorporated,Top Employers,Montgomery,Wawa Incorporated,1,35,34
Montgomery,County Montgomery,Top Employers,Montgomery,County Montgomery,7,41,34
Montgomery,Outback Steakhouse,Top Employers,Montgomery,Outback Steakhouse,2,37,35
Montgomery,YMCA,Top Employers,Montgomery,YMCA,6,42,36
Montgomery,Allied Universal,Top Employers,Montgomery,Allied Universal,74,112,38
Montgomery,Amazon,Top Employers,Montgomery,Amazon,20,62,42
Montgomery,McDonald's,Top Employers,Montgomery,McDonald's,18,61,43
Montgomery,Soliant,Top Employers,Montgomery,Soliant,0,44,44
Montgomery,"BJ's Wholesale Club, Inc.",Top Employers,Montgomery,"BJ's Wholesale Club, Inc.",14,58,44
Montgomery,"Zachary Piper Solutions, Llc",Top Employers,Montgomery,"Zachary Piper Solutions, Llc",0,45,45
Montgomery,Kelly,Top Employers,Montgomery,Kelly,0,46,46
Montgomery,Advantage Sales & Marketing,Top Employers,Montgomery,Advantage Sales & Marketing,19,68,49
Montgomery,Bonefish Grill,Top Employers,Montgomery,Bonefish Grill,0,50,50
Montgomery,AmerisourceBergen,Top Employers,Montgomery,AmerisourceBergen,41,97,56
Montgomery,Redners Markets Incorporated,Top Employers,Montgomery,Redners Markets Incorporated,2,61,59
Montgomery,Boston Market,Top Employers,Montgomery,Boston Market,0,61,61
Montgomery,Glaxosmithkline,Top Employers,Montgomery,Glaxosmithkline,23,106,83
Montgomery,CVS Health,Top Employers,Montgomery,CVS Health,72,177,105
Montgomery,Johnson & Johnson,Top Employers,Montgomery,Johnson & Johnson,212,360,148
Montgomery,Gsk,Top Employers,Montgomery,Gsk,25,188,163
Montgomery,Thomas Jefferson University,Top Employers,Montgomery,Thomas Jefferson University,191,425,234
Montgomery,Merck & Company,Top Employers,Montgomery,Merck & Company,389,792,403
North Central,Guardian Elder Care,Top Employers,North Central,Guardian Elder Care,54,24,-30
North Central,Dickinson Center,Top Employers,North Central,Dickinson Center,31,16,-15
North Central,Dollar General,Top Employers,North Central,Dollar General,23,17,-6
North Central,Beacon Light Behavorial Health System,Top Employers,North Central,Beacon Light Behavorial Health System,14,11,-3
North Central,Bayada Home Health Care,Top Employers,North Central,Bayada Home Health Care,7,12,5
North Central,Sweden Valley Manor,Top Employers,North Central,Sweden Valley Manor,8,13,5
North Central,Department of Veterans Affairs,Top Employers,North Central,Department of Veterans Affairs,3,10,7
North Central,Bradford Manor,Top Employers,North Central,Bradford Manor,6,14,8
North Central,University Pittsburgh,Top Employers,North Central,University Pittsburgh,5,14,9
North Central,Intuit,Top Employers,North Central,Intuit,0,10,10
North Central,Pilot Flying J,Top Employers,North Central,Pilot Flying J,3,13,10
North Central,Goodwill,Top Employers,North Central,Goodwill,9,19,10
North Central,"Lowe's Companies, Inc",Top Employers,North Central,"Lowe's Companies, Inc",24,34,10
North Central,Aveanna,Top Employers,North Central,Aveanna,28,38,10
North Central,Dollar Tree,Top Employers,North Central,Dollar Tree,1,12,11
North Central,Metal Powder Products Company,Top Employers,North Central,Metal Powder Products Company,2,15,13
North Central,Pilot,Top Employers,North Central,Pilot,0,14,14
North Central,Cnb Financial Corporation,Top Employers,North Central,Cnb Financial Corporation,0,27,27
North Central,University of Pittsburgh Medical Center,Top Employers,North Central,University of Pittsburgh Medical Center,39,73,34
Northern Tier,Guthrie Healthcare System,Top Employers,Northern Tier,Guthrie Healthcare System,117,61,-56
Northern Tier,Guardian Elder Care,Top Employers,Northern Tier,Guardian Elder Care,46,22,-24
Northern Tier,Citizens Northern Bank,Top Employers,Northern Tier,Citizens Northern Bank,26,16,-10
Northern Tier,Guthrie Medical Group,Top Employers,Northern Tier,Guthrie Medical Group,38,34,-4
Northern Tier,CVS Health,Top Employers,Northern Tier,CVS Health,15,14,-1
Northern Tier,Aveanna,Top Employers,Northern Tier,Aveanna,9,12,3
Northern Tier,"Lowe's Companies, Inc",Top Employers,Northern Tier,"Lowe's Companies, Inc",18,21,3
Northern Tier,First Citizens,Top Employers,Northern Tier,First Citizens,6,10,4
Northern Tier,Forest City Enterprises,Top Employers,Northern Tier,Forest City Enterprises,5,10,5
Northern Tier,University of Pittsburgh Medical Center,Top Employers,Northern Tier,University of Pittsburgh Medical Center,33,39,6
Northern Tier,Candn Bank,Top Employers,Northern Tier,Candn Bank,0,12,12
Northern Tier,Masco Cabinetry Llc,Top Employers,Northern Tier,Masco Cabinetry Llc,1,16,15
Northern Tier,Kwik Fill,Top Employers,Northern Tier,Kwik Fill,0,18,18
Northern Tier,Guthrie Clinic,Top Employers,Northern Tier,Guthrie Clinic,4,24,20
Northern Tier,Bayada Home Health Care,Top Employers,Northern Tier,Bayada Home Health Care,21,54,33
Northern Tier,Help At Home Llc,Top Employers,Northern Tier,Help At Home Llc,0,35,35
Northern Tier,Dandy Mini Marts,Top Employers,Northern Tier,Dandy Mini Marts,0,51,51
Northwest,Guardian Elder Care,Top Employers,Northwest,Guardian Elder Care,79,48,-31
Northwest,Allegheny Health Network,Top Employers,Northwest,Allegheny Health Network,28,10,-18
Northwest,Pennsylvania State University,Top Employers,Northwest,Pennsylvania State University,32,19,-13
Northwest,"The PNC Financial Services Group, Inc.",Top Employers,Northwest,"The PNC Financial Services Group, Inc.",25,14,-11
Northwest,"Lowe's Companies, Inc",Top Employers,Northwest,"Lowe's Companies, Inc",41,31,-10
Northwest,Lake Erie College Of Osteopathic Medicine Lecom,Top Employers,Northwest,Lake Erie College Of Osteopathic Medicine Lecom,31,22,-9
Northwest,Lake Erie College Of Osteopathic Medicine,Top Employers,Northwest,Lake Erie College Of Osteopathic Medicine,23,16,-7
Northwest,Associated Clinical Laboratories,Top Employers,Northwest,Associated Clinical Laboratories,18,13,-5
Northwest,UnitedHealth Group,Top Employers,Northwest,UnitedHealth Group,13,10,-3
Northwest,The Home Depot Incorporated,Top Employers,Northwest,The Home Depot Incorporated,35,33,-2
Northwest,Beacon Light Behavioral Health,Top Employers,Northwest,Beacon Light Behavioral Health,9,10,1
Northwest,Caregivers Home Care,Top Employers,Northwest,Caregivers Home Care,10,11,1
Northwest,Care Givers Home Health,Top Employers,Northwest,Care Givers Home Health,13,14,1
Northwest,Clarion Hospital,Top Employers,Northwest,Clarion Hospital,13,14,1
Northwest,Warren Manor,Top Employers,Northwest,Warren Manor,16,17,1
Northwest,Community Resources For Independence Erie,Top Employers,Northwest,Community Resources For Independence Erie,8,10,2
Northwest,North American Partners In Anesthesia,Top Employers,Northwest,North American Partners In Anesthesia,8,10,2
Northwest,Allied Universal,Top Employers,Northwest,Allied Universal,17,19,2
Northwest,Aveanna,Top Employers,Northwest,Aveanna,17,19,2
Northwest,Barber National Institute,Top Employers,Northwest,Barber National Institute,20,22,2
Northwest,Lord Corporation,Top Employers,Northwest,Lord Corporation,8,11,3
Northwest,Meadville Medical Center,Top Employers,Northwest,Meadville Medical Center,61,64,3
Northwest,Carter Lumber,Top Employers,Northwest,Carter Lumber,6,10,4
Northwest,Schwans Company,Top Employers,Northwest,Schwans Company,6,10,4
Northwest,Beacon Light Behavorial Health System,Top Employers,Northwest,Beacon Light Behavorial Health System,7,11,4
Northwest,The J.M. Smucker Company,Top Employers,Northwest,The J.M. Smucker Company,13,18,5
Northwest,Ryder System Incorporated,Top Employers,Northwest,Ryder System Incorporated,4,10,6
Northwest,Presbyterian Seniorcare Network,Top Employers,Northwest,Presbyterian Seniorcare Network,9,15,6
Northwest,"Ufp Parker, Llc",Top Employers,Northwest,"Ufp Parker, Llc",3,10,7
Northwest,General Electric Company,Top Employers,Northwest,General Electric Company,14,21,7
Northwest,Fairview Manor,Top Employers,Northwest,Fairview Manor,8,16,8
Northwest,University of Pittsburgh Medical Center,Top Employers,Northwest,University of Pittsburgh Medical Center,198,206,8
Northwest,The Mentor Network,Top Employers,Northwest,The Mentor Network,4,13,9
Northwest,Edinboro Manor,Top Employers,Northwest,Edinboro Manor,5,14,9
Northwest,Champion Modular Inc,Top Employers,Northwest,Champion Modular Inc,0,10,10
Northwest,Massage Envy,Top Employers,Northwest,Massage Envy,0,10,10
Northwest,"Ufp Sauk Rapids, Llc",Top Employers,Northwest,"Ufp Sauk Rapids, Llc",0,10,10
Northwest,Vocovision Teleservices,Top Employers,Northwest,Vocovision Teleservices,0,10,10
Northwest,H&R Block,Top Employers,Northwest,H&R Block,1,11,10
Northwest,Texas Roadhouse Incorporated,Top Employers,Northwest,Texas Roadhouse Incorporated,2,12,10
Northwest,Aramark,Top Employers,Northwest,Aramark,3,13,10
Northwest,CDM Smith,Top Employers,Northwest,CDM Smith,6,16,10
Northwest,Advance Auto Parts Incorporated,Top Employers,Northwest,Advance Auto Parts Incorporated,16,26,10
Northwest,Year Up,Top Employers,Northwest,Year Up,0,11,11
Northwest,Intuit,Top Employers,Northwest,Intuit,3,14,11
Northwest,Davita Incorporated,Top Employers,Northwest,Davita Incorporated,4,15,11
Northwest,Northwest Bank,Top Employers,Northwest,Northwest Bank,50,61,11
Northwest,Amedisys,Top Employers,Northwest,Amedisys,0,12,12
Northwest,The Rouse Estate,Top Employers,Northwest,The Rouse Estate,0,12,12
Northwest,Dollar Tree,Top Employers,Northwest,Dollar Tree,2,14,12
Northwest,Cracker Barrel,Top Employers,Northwest,Cracker Barrel,0,13,13
Northwest,Crossmark,Top Employers,Northwest,Crossmark,0,13,13
Northwest,Gaudenzia Incorporated,Top Employers,Northwest,Gaudenzia Incorporated,0,13,13
Northwest,Paypal,Top Employers,Northwest,Paypal,1,14,13
Northwest,Parker Hannifin,Top Employers,Northwest,Parker Hannifin,3,16,13
Northwest,Cnb Financial Corporation,Top Employers,Northwest,Cnb Financial Corporation,0,18,18
Northwest,Select Medical,Top Employers,Northwest,Select Medical,29,47,18
Northwest,Select Specialty Hospital,Top Employers,Northwest,Select Specialty Hospital,0,21,21
Northwest,Interim Healthcare,Top Employers,Northwest,Interim Healthcare,0,25,25
Northwest,CVS Health,Top Employers,Northwest,CVS Health,15,40,25
Northwest,Werkberry,Top Employers,Northwest,Werkberry,0,29,29
Northwest,Highmark Health,Top Employers,Northwest,Highmark Health,101,131,30
Northwest,Giant Eagle Supermarkets,Top Employers,Northwest,Giant Eagle Supermarkets,7,44,37
Northwest,Department of Veterans Affairs,Top Employers,Northwest,Department of Veterans Affairs,1,42,41
Northwest,Bayada Home Health Care,Top Employers,Northwest,Bayada Home Health Care,53,94,41
Northwest,Meadville Medical Center Health Systems,Top Employers,Northwest,Meadville Medical Center Health Systems,0,47,47
Northwest,Gannon University,Top Employers,Northwest,Gannon University,15,79,64
Philadelphia,University of Pennsylvania,Top Employers,Philadelphia,University of Pennsylvania,930,522,-408
Philadelphia,Children's Hospital of Philadelphia,Top Employers,Philadelphia,Children's Hospital of Philadelphia,839,436,-403
Philadelphia,University of Pennsylvania Health System,Top Employers,Philadelphia,University of Pennsylvania Health System,484,96,-388
Philadelphia,Penn Medicine,Top Employers,Philadelphia,Penn Medicine,1067,690,-377
Philadelphia,Thomas Jefferson University Hospital,Top Employers,Philadelphia,Thomas Jefferson University Hospital,338,62,-276
Philadelphia,Health Care Service Corporation,Top Employers,Philadelphia,Health Care Service Corporation,572,335,-237
Philadelphia,Einstein Community Health Associates,Top Employers,Philadelphia,Einstein Community Health Associates,259,83,-176
Philadelphia,Compass Group North America,Top Employers,Philadelphia,Compass Group North America,148,35,-113
Philadelphia,Trinity Health,Top Employers,Philadelphia,Trinity Health,152,51,-101
Philadelphia,KPMG,Top Employers,Philadelphia,KPMG,237,146,-91
Philadelphia,Temple University,Top Employers,Philadelphia,Temple University,213,126,-87
Philadelphia,Aramark,Top Employers,Philadelphia,Aramark,214,145,-69
Philadelphia,Tower Health,Top Employers,Philadelphia,Tower Health,154,86,-68
Philadelphia,Independence Blue Cross,Top Employers,Philadelphia,Independence Blue Cross,97,37,-60
Philadelphia,Fox Chase Cancer Center,Top Employers,Philadelphia,Fox Chase Cancer Center,124,70,-54
Philadelphia,Tower Health System,Top Employers,Philadelphia,Tower Health System,113,65,-48
Philadelphia,Wells Fargo,Top Employers,Philadelphia,Wells Fargo,148,101,-47
Philadelphia,Hill International Incorporated,Top Employers,Philadelphia,Hill International Incorporated,94,50,-44
Philadelphia,Allegheny Valley School,Top Employers,Philadelphia,Allegheny Valley School,116,72,-44
Philadelphia,"The PNC Financial Services Group, Inc.",Top Employers,Philadelphia,"The PNC Financial Services Group, Inc.",77,34,-43
Philadelphia,City of Philadelphia,Top Employers,Philadelphia,City of Philadelphia,218,176,-42
Philadelphia,Comcast,Top Employers,Philadelphia,Comcast,515,474,-41
